alias,csco_code,csco_code_num,csco_name
财务主管/总账主管,1-03-00-02,1030002,工商联负责人
党工团干事,1-04-01-01,1040101,工会负责人
联合创始人,1-06-01-01,1060101,企业董事
副总裁/副总经理VP,1-06-01-01,1060101,企业董事
场长(农/林/牧/渔业),1-06-01-02,1060102,企业经理
办事处/分公司/分支机构经理,1-06-01-02,1060102,企业经理
副总经理/副总裁,1-06-01-02,1060102,企业经理
首席财务官CFO,1-06-01-02,1060102,企业经理
CMO,1-06-01-02,1060102,企业经理
首席产品官CPO,1-06-01-02,1060102,企业经理
厂长,1-06-01-02,1060102,企业经理
COO,1-06-01-02,1060102,企业经理
首席执行官CEO/总裁,1-06-01-02,1060102,企业经理
CFO,1-06-01-02,1060102,企业经理
工厂经理/厂长,1-06-01-02,1060102,企业经理
首席信息官CIO,1-06-01-02,1060102,企业经理
储备经理人,1-06-01-02,1060102,企业经理
总裁/总经理/CEO,1-06-01-02,1060102,企业经理
CTO,1-06-01-02,1060102,企业经理
高级管理职位,1-06-01-02,1060102,企业经理
首席营销官CMO,1-06-01-02,1060102,企业经理
增长产品经理,1-06-01-02,1060102,企业经理
区域负责人（辖多个分公司）,1-06-01-02,1060102,企业经理
首席技术执行官CTO,1-06-01-02,1060102,企业经理
办事处首席代表,1-06-01-02,1060102,企业经理
区域总监,1-06-01-02,1060102,企业经理
首席运营官COO,1-06-01-02,1060102,企业经理
总监/部门经理,1-06-01-02,1060102,企业经理
校长副校长,1-06-02-00,1060200,事业单位负责人
营业部大堂经理,1-06-02-00,1060200,事业单位负责人
分公司/代表处负责人,1-06-02-00,1060200,事业单位负责人
医院管理人员,1-06-02-00,1060200,事业单位负责人
校长,1-06-02-00,1060200,事业单位负责人
运营总监,1-06-02-00,1060200,事业单位负责人
园长,1-06-02-00,1060200,事业单位负责人
园长副园长,1-06-02-00,1060200,事业单位负责人
实验室技术员,2-00-00-00,2000000,专业技术人员
技术文档工程师,2-00-00-00,2000000,专业技术人员
技术合伙人,2-00-00-00,2000000,专业技术人员
科研人员,2-01-00-00,2010000,科学研究人员
科研管理人员,2-01-00-00,2010000,科学研究人员
生物学研究人员,2-01-06-05,2010605,生物学研究人员
临床研究员,2-01-08-00,2010800,医学研究人员
药理研究,2-01-08-00,2010800,医学研究人员
药物分析研究员,2-01-08-00,2010800,医学研究人员
医药技术研发管理人员,2-01-08-00,2010800,医学研究人员
医药技术研发人员,2-01-08-00,2010800,医学研究人员
药理研究员,2-01-08-00,2010800,医学研究人员
病理研究员,2-01-08-00,2010800,医学研究人员
需求工程师,2-02-00-00,2020000,工程技术人员
实验室负责人/工程师,2-02-00-00,2020000,工程技术人员
技术总监,2-02-00-00,2020000,工程技术人员
总工程师/副总工程师,2-02-00-00,2020000,工程技术人员
研发总监/部长/专家,2-02-00-00,2020000,工程技术人员
前介工程师,2-02-00-00,2020000,工程技术人员
地质工程师,2-02-01-00,2020100,地质勘探工程技术人员
矿产勘探/地质勘测工程师,2-02-01-04,2020104,地质矿产调查工程技术人员
GIS工程师,2-02-02-07,2020207,地理信息系统工程技术人员L/S
SLAM算法,2-02-02-08,2020208,导航与位置服务工程技术人员L/S
石油天然气技术人员,2-02-04-00,2020400,石油天然气工程技术人员
化工实验室研究员/技术员,2-02-06-01,2020601,化工实验工程技术人员
涂料研发工程师,2-02-06-03,2020603,化工生产工程技术人员
化工工程师,2-02-06-03,2020603,化工生产工程技术人员
机械研发经理/主管,2-02-07-00,2020700,机械工程技术人员
机械工程师,2-02-07-00,2020700,机械工程技术人员
机械结构工程师,2-02-07-01,2020701,机械设计工程技术人员
机械设计,2-02-07-01,2020701,机械设计工程技术人员
夹具工程师,2-02-07-01,2020701,机械设计工程技术人员
机械装配工程师,2-02-07-02,2020702,机械制造工程技术人员
机械产品工程师,2-02-07-02,2020702,机械制造工程技术人员
总装工程师,2-02-07-02,2020702,机械制造工程技术人员
冲压工艺工程师,2-02-07-02,2020702,机械制造工程技术人员
机械研发工程师,2-02-07-02,2020702,机械制造工程技术人员
机械设备工程师,2-02-07-02,2020702,机械制造工程技术人员
液压工程师,2-02-07-02,2020702,机械制造工程技术人员
设备工程师,2-02-07-04,2020704,设备工程技术人员
医药项目经理,2-02-07-05,2020705,医学设备管理工程技术人员
医疗器械研发,2-02-07-05,2020705,医学设备管理工程技术人员
医疗器械注册,2-02-07-05,2020705,医学设备管理工程技术人员
临床医学经理/专员,2-02-07-05,2020705,医学设备管理工程技术人员
注塑工程师,2-02-07-06,2020706,模具设计工程技术人员
模具工程师,2-02-07-06,2020706,模具设计工程技术人员
冲压工程师,2-02-07-06,2020706,模具设计工程技术人员
模具设计,2-02-07-06,2020706,模具设计工程技术人员
PLC,2-02-07-07,2020707,自动控制工程技术人员S
自动化运维工程师,2-02-07-07,2020707,自动控制工程技术人员S
规控算法,2-02-07-07,2020707,自动控制工程技术人员S
自动化测试,2-02-07-07,2020707,自动控制工程技术人员S
PLC工程师,2-02-07-07,2020707,自动控制工程技术人员S
自动控制工程师/技术员,2-02-07-07,2020707,自动控制工程技术人员S
自动化,2-02-07-07,2020707,自动控制工程技术人员S
涂装工艺工程师,2-02-07-08,2020708,材料成形与改性工程技术人员
焊接工艺工程师,2-02-07-09,2020709,焊接工程技术人员
焊接工程师,2-02-07-09,2020709,焊接工程技术人员
底盘工程师,2-02-07-11,2020711,汽车工程技术人员L
动力总成工程师,2-02-07-11,2020711,汽车工程技术人员L
汽车/摩托车工程师,2-02-07-11,2020711,汽车工程技术人员L
汽车结构工程师,2-02-07-11,2020711,汽车工程技术人员L
车身/造型设计,2-02-07-11,2020711,汽车工程技术人员L
汽车项目管理,2-02-07-11,2020711,汽车工程技术人员L
新能源电机工程师,2-02-07-11,2020711,汽车工程技术人员L
汽车试验工程师,2-02-07-11,2020711,汽车工程技术人员L
汽车质量工程师,2-02-07-11,2020711,汽车工程技术人员L
发动机匹配工程师,2-02-07-11,2020711,汽车工程技术人员L
汽车标定工程师,2-02-07-11,2020711,汽车工程技术人员L
内外饰设计工程师,2-02-07-11,2020711,汽车工程技术人员L
汽车零部件设计,2-02-07-11,2020711,汽车工程技术人员L
汽车设计,2-02-07-11,2020711,汽车工程技术人员L
汽车改装工程师,2-02-07-11,2020711,汽车工程技术人员L
汽车装配工艺工程师,2-02-07-11,2020711,汽车工程技术人员L
动力系统工程师,2-02-07-11,2020711,汽车工程技术人员L
自动驾驶系统工程师,2-02-07-11,2020711,汽车工程技术人员L
发动机工程师,2-02-07-11,2020711,汽车工程技术人员L
汽车设计工程师,2-02-07-11,2020711,汽车工程技术人员L
船舶工程师,2-02-07-12,2020712,船舶工程技术人员
铸造/锻造工程师,2-02-07-13,2020713,铸造工程技术人员
铸造/锻造工程师/技师,2-02-07-13,2020713,铸造工程技术人员
飞行器设计与制造,2-02-08-01,2020801,飞行器设计工程技术人员
电子文档工程师,2-02-09-00,2020900,电子工程技术人员
电子工程师,2-02-09-00,2020900,电子工程技术人员
电子技术研发工程师,2-02-09-00,2020900,电子工程技术人员
电子设备工程师,2-02-09-00,2020900,电子工程技术人员
电子工艺工程师,2-02-09-00,2020900,电子工程技术人员
电子工程师/技术员,2-02-09-00,2020900,电子工程技术人员
半导体工艺工程师,2-02-09-01,2020901,电子材料工程技术人员
汽车电子工程师,2-02-09-01,2020901,电子材料工程技术人员
半导体文档工程师,2-02-09-01,2020901,电子材料工程技术人员
热设计工程师,2-02-09-01,2020901,电子材料工程技术人员
半导体设备工程师,2-02-09-02,2020902,电子元器件工程技术人员
SMT工程师,2-02-09-02,2020902,电子元器件工程技术人员
半导体测试工程师,2-02-09-02,2020902,电子元器件工程技术人员
半导体器件工程师,2-02-09-02,2020902,电子元器件工程技术人员
半导体技术,2-02-09-02,2020902,电子元器件工程技术人员
电路设计,2-02-09-02,2020902,电子元器件工程技术人员
电子元器件工程师,2-02-09-02,2020902,电子元器件工程技术人员
MEMS工程师,2-02-09-02,2020902,电子元器件工程技术人员
医疗产品技术支持,2-02-09-04,2020904,电子仪器与电子测量工程技术人员
仪器/仪表/计量分析师,2-02-09-04,2020904,电子仪器与电子测量工程技术人员
激光/光电子技术,2-02-09-04,2020904,电子仪器与电子测量工程技术人员
光学工程师,2-02-09-04,2020904,电子仪器与电子测量工程技术人员
无线通信工程师,2-02-10-01,2021001,通信工程技术人员S
通信技术工程师,2-02-10-01,2021001,通信工程技术人员S
射频工程师,2-02-10-01,2021001,通信工程技术人员S
通信销售工程师,2-02-10-01,2021001,通信工程技术人员S
通信测试工程师,2-02-10-01,2021001,通信工程技术人员S
通信产品经理/产品工程师,2-02-10-01,2021001,通信工程技术人员S
光通信工程师,2-02-10-01,2021001,通信工程技术人员S
通信项目经理,2-02-10-01,2021001,通信工程技术人员S
无线/射频通信工程师,2-02-10-01,2021001,通信工程技术人员S
核心网工程师,2-02-10-01,2021001,通信工程技术人员S
通信文档工程师,2-02-10-01,2021001,通信工程技术人员S
移动通信工程师,2-02-10-01,2021001,通信工程技术人员S
基站工程师,2-02-10-01,2021001,通信工程技术人员S
电信网络工程师,2-02-10-01,2021001,通信工程技术人员S
通信研发工程师,2-02-10-01,2021001,通信工程技术人员S
通信电源工程师,2-02-10-01,2021001,通信工程技术人员S
通信设备工程师,2-02-10-01,2021001,通信工程技术人员S
数据通信工程师,2-02-10-01,2021001,通信工程技术人员S
通信标准化工程师,2-02-10-01,2021001,通信工程技术人员S
通信网络工程师,2-02-10-01,2021001,通信工程技术人员S
电信交换工程师,2-02-10-01,2021001,通信工程技术人员S
高级硬件工程师,2-02-10-02,2021002,计算机硬件工程技术人员
硬件测试工程师,2-02-10-02,2021002,计算机硬件工程技术人员
嵌入式硬件开发(主板机等),2-02-10-02,2021002,计算机硬件工程技术人员
硬件测试,2-02-10-02,2021002,计算机硬件工程技术人员
硬件产品经理,2-02-10-02,2021002,计算机硬件工程技术人员
硬件工程师,2-02-10-02,2021002,计算机硬件工程技术人员
Golang,2-02-10-03,2021003,计算机软件工程技术人员S
其他后端开发,2-02-10-03,2021003,计算机软件工程技术人员S
配置管理工程师,2-02-10-03,2021003,计算机软件工程技术人员S
游戏客户端开发工程师,2-02-10-03,2021003,计算机软件工程技术人员S
Java,2-02-10-03,2021003,计算机软件工程技术人员S
搜索算法,2-02-10-03,2021003,计算机软件工程技术人员S
架构师,2-02-10-03,2021003,计算机软件工程技术人员S
游戏服务端开发工程师,2-02-10-03,2021003,计算机软件工程技术人员S
IOS,2-02-10-03,2021003,计算机软件工程技术人员S
C/C++,2-02-10-03,2021003,计算机软件工程技术人员S
JavaScript,2-02-10-03,2021003,计算机软件工程技术人员S
算法工程师,2-02-10-03,2021003,计算机软件工程技术人员S
PHP,2-02-10-03,2021003,计算机软件工程技术人员S
语音识别工程师,2-02-10-03,2021003,计算机软件工程技术人员S
全栈工程师,2-02-10-03,2021003,计算机软件工程技术人员S
Java开发,2-02-10-03,2021003,计算机软件工程技术人员S
语音/视频/图形开发,2-02-10-03,2021003,计算机软件工程技术人员S
C#,2-02-10-03,2021003,计算机软件工程技术人员S
电子软件开发(ARM/MCU等),2-02-10-03,2021003,计算机软件工程技术人员S
U3D,2-02-10-03,2021003,计算机软件工程技术人员S
Node.js,2-02-10-03,2021003,计算机软件工程技术人员S
.NET,2-02-10-03,2021003,计算机软件工程技术人员S
Python,2-02-10-03,2021003,计算机软件工程技术人员S
软件工程师,2-02-10-03,2021003,计算机软件工程技术人员S
java,2-02-10-03,2021003,计算机软件工程技术人员S
驱动开发工程师,2-02-10-03,2021003,计算机软件工程技术人员S
网络工程师,2-02-10-04,2021004,计算机网络工程技术人员S
实施顾问,2-02-10-05,2021005,信息系统分析工程技术人员S
系统工程师,2-02-10-05,2021005,信息系统分析工程技术人员S
实施工程师,2-02-10-05,2021005,信息系统分析工程技术人员S
ERP实施顾问,2-02-10-05,2021005,信息系统分析工程技术人员S
嵌入式软件工程师,2-02-10-06,2021006,嵌入式系统设计工程技术人员S
单片机,2-02-10-06,2021006,嵌入式系统设计工程技术人员S
DSP开发,2-02-10-06,2021006,嵌入式系统设计工程技术人员S
系统集成工程师,2-02-10-06,2021006,嵌入式系统设计工程技术人员S
附件系统工程师,2-02-10-06,2021006,嵌入式系统设计工程技术人员S
嵌入式软件开发(Linux/单片机/PLC/DSP等),2-02-10-06,2021006,嵌入式系统设计工程技术人员S
系统策划,2-02-10-06,2021006,嵌入式系统设计工程技术人员S
系统集成,2-02-10-06,2021006,嵌入式系统设计工程技术人员S
安防系统工程师,2-02-10-07,2021007,信息安全工程技术人员S
网络安全,2-02-10-07,2021007,信息安全工程技术人员S
风控,2-02-10-07,2021007,信息安全工程技术人员S
网络安全工程师,2-02-10-07,2021007,信息安全工程技术人员S
网络工程师(IT工程师),2-02-10-08,2021008,信息系统运行维护工程技术人员S
IT技术支持,2-02-10-08,2021008,信息系统运行维护工程技术人员S
IT咨询顾问,2-02-10-08,2021008,信息系统运行维护工程技术人员S
运维开发,2-02-10-08,2021008,信息系统运行维护工程技术人员S
运维总监,2-02-10-08,2021008,信息系统运行维护工程技术人员S
IT经理/IT主管,2-02-10-08,2021008,信息系统运行维护工程技术人员S
运维工程师,2-02-10-08,2021008,信息系统运行维护工程技术人员S
运维开发工程师,2-02-10-08,2021008,信息系统运行维护工程技术人员S
电气工程师/技术员,2-02-11-00,2021100,电气工程技术人员
电气工程师,2-02-11-00,2021100,电气工程技术人员
建筑机电工程师,2-02-11-01,2021101,电工电器工程技术人员
新能源电池工程师,2-02-11-01,2021101,电工电器工程技术人员
机电工程师,2-02-11-01,2021101,电工电器工程技术人员
电池工程师,2-02-11-01,2021101,电工电器工程技术人员
变压器与磁电工程师,2-02-11-01,2021101,电工电器工程技术人员
建筑机电设计,2-02-11-01,2021101,电工电器工程技术人员
电池/电源开发,2-02-11-01,2021101,电工电器工程技术人员
电气设计工程师,2-02-11-01,2021101,电工电器工程技术人员
新能源电控工程师,2-02-11-01,2021101,电工电器工程技术人员
电气/电器工程师,2-02-11-01,2021101,电工电器工程技术人员
电机工程师,2-02-11-01,2021101,电工电器工程技术人员
光网络工程师,2-02-11-02,2021102,电缆光缆工程技术人员
线束设计,2-02-11-02,2021102,电缆光缆工程技术人员
光源与照明工程,2-02-11-03,2021103,光源与照明工程技术人员
电力工程师,2-02-12-00,2021200,电力工程技术人员
风电运维工程师,2-02-12-01,2021201,发电工程技术人员L
光伏系统工程师,2-02-12-01,2021201,发电工程技术人员L
智能驾驶测试工程师,2-02-15-01,2021501,汽车运用工程技术人员
智能驾驶工程师,2-02-15-01,2021501,汽车运用工程技术人员
飞机维修机械师,2-02-16-01,2021601,民用航空器维修与适航工程技术人员
建筑工程师,2-02-18-00,2021800,建筑工程技术人员
高级建筑工程师/总工,2-02-18-00,2021800,建筑工程技术人员
结构工程师,2-02-18-01,2021801,建筑和市政设计工程技术人员L
市政工程师,2-02-18-01,2021801,建筑和市政设计工程技术人员L
建筑设计师,2-02-18-01,2021801,建筑和市政设计工程技术人员L
钢结构设计,2-02-18-02,2021802,土木建筑工程技术人员
土木/土建/结构工程师,2-02-18-02,2021802,土木建筑工程技术人员
土建工程师,2-02-18-02,2021802,土木建筑工程技术人员
给排水设计,2-02-18-04,2021804,供水排水工程技术人员L
给排水工程师,2-02-18-04,2021804,供水排水工程技术人员L
给排水/暖通工程,2-02-18-04,2021804,供水排水工程技术人员L
岩土工程,2-02-18-05,2021805,工程勘察与岩土工程技术人员S
热能工程师,2-02-18-06,2021806,城镇燃气与供热工程技术人员L
暖通设计,2-02-18-06,2021806,城镇燃气与供热工程技术人员L
暖通,2-02-18-06,2021806,城镇燃气与供热工程技术人员L
暖通工程师,2-02-18-06,2021806,城镇燃气与供热工程技术人员L
公路/桥梁/港口/隧道工程,2-02-18-08,2021808,道路与桥隧工程技术人员
水利/水电工程师,2-02-18-12,2021812,水利水电建筑工程技术人员
材料工程师,2-02-19-00,2021900,建材工程技术人员
水利工程师,2-02-21-03,2022103,水利工程管理工程技术人员
服装/纺织/皮革工艺师,2-02-23-01,2022301,纺织工程技术人员
面料辅料开发,2-02-23-04,2022304,非织造工程技术人员
食品/饮料研发,2-02-24-00,2022400,食品工程技术人员
环保工程师,2-02-27-00,2022700,环境保护工程技术人员
生态治理/规划,2-02-27-02,2022702,环境污染防治工程技术人员L
水处理工程师,2-02-27-02,2022702,环境污染防治工程技术人员L
废气处理工程师,2-02-27-02,2022702,环境污染防治工程技术人员L
环评工程师,2-02-27-03,2022703,环境影响评价工程技术人员L
环境影响评价工程师,2-02-27-03,2022703,环境影响评价工程技术人员L
EHS工程师,2-02-28-00,2022800,安全工程技术人员
EHS安全工程师,2-02-28-00,2022800,安全工程技术人员
EHS安全经理/主管,2-02-28-00,2022800,安全工程技术人员
汽车安全性能工程师,2-02-28-00,2022800,安全工程技术人员
风控算法,2-02-28-01,2022801,安全技术防范工程技术人员
消防工程师,2-02-28-02,2022802,消防工程技术人员
安全评价师,2-02-28-04,2022804,安全评价工程技术人员
计量工程师,2-02-29-02,2022902,计量工程技术人员
质量工程师,2-02-29-03,2022903,质量管理工程技术人员
前期质量工程师,2-02-29-03,2022903,质量管理工程技术人员
质量/品质主管,2-02-29-03,2022903,质量管理工程技术人员
药品生产/质量管理,2-02-29-03,2022903,质量管理工程技术人员
客户质量工程师,2-02-29-03,2022903,质量管理工程技术人员
过程质量工程师,2-02-29-03,2022903,质量管理工程技术人员
供应商质量工程师,2-02-29-03,2022903,质量管理工程技术人员
质量/品质经理,2-02-29-03,2022903,质量管理工程技术人员
体系审核员,2-02-29-04,2022904,质量认证认可工程技术人员
体系认证审核员,2-02-29-04,2022904,质量认证认可工程技术人员
认证工程师,2-02-29-04,2022904,质量认证认可工程技术人员
产品认证工程师,2-02-29-04,2022904,质量认证认可工程技术人员
体系工程师,2-02-29-04,2022904,质量认证认可工程技术人员
失效分析工程师(FA),2-02-29-05,2022905,可靠性工程技术人员
故障分析工程师,2-02-29-05,2022905,可靠性工程技术人员
失效分析工程师,2-02-29-05,2022905,可靠性工程技术人员
可靠度工程师,2-02-29-05,2022905,可靠性工程技术人员
DFT工程师 ,2-02-29-05,2022905,可靠性工程技术人员
可测性设计工程师(DFT),2-02-29-05,2022905,可靠性工程技术人员
工艺整合工程师(PIE),2-02-30-00,2023000,管理（工业）工程技术人员
生产经理/车间主任,2-02-30-01,2023001,工业工程技术人员
营运经理,2-02-30-01,2023001,工业工程技术人员
生产领班/组长,2-02-30-01,2023001,工业工程技术人员
生产主管,2-02-30-01,2023001,工业工程技术人员
工业工程师（IE）,2-02-30-01,2023001,工业工程技术人员
物料专员,2-02-30-01,2023001,工业工程技术人员
生产计划/物料管理(PMC),2-02-30-01,2023001,工业工程技术人员
物料主管,2-02-30-01,2023001,工业工程技术人员
物料经理,2-02-30-01,2023001,工业工程技术人员
车间主任,2-02-30-01,2023001,工业工程技术人员
技术经理,2-02-30-01,2023001,工业工程技术人员
工艺工程师,2-02-30-01,2023001,工业工程技术人员
生产组长/拉长,2-02-30-01,2023001,工业工程技术人员
工业工程师,2-02-30-01,2023001,工业工程技术人员
生产计划/物料管理（PMC）,2-02-30-01,2023001,工业工程技术人员
工艺/制程工程师,2-02-30-01,2023001,工业工程技术人员
生产总监,2-02-30-01,2023001,工业工程技术人员
工长,2-02-30-01,2023001,工业工程技术人员
物流/仓储项目经理,2-02-30-02,2023002,物流工程技术人员L/S
管理培训生,2-02-30-03,2023003,战略规划与管理工程技术人员
策略发展总监,2-02-30-03,2023003,战略规划与管理工程技术人员
项目总监,2-02-30-04,2023004,项目管理工程技术人员
建筑项目助理,2-02-30-04,2023004,项目管理工程技术人员
项目主管,2-02-30-04,2023004,项目管理工程技术人员
项目工程师,2-02-30-04,2023004,项目管理工程技术人员
装修项目经理,2-02-30-04,2023004,项目管理工程技术人员
项目助理,2-02-30-04,2023004,项目管理工程技术人员
项目经理,2-02-30-04,2023004,项目管理工程技术人员
项目经理/主管,2-02-30-04,2023004,项目管理工程技术人员
项目申报专员,2-02-30-04,2023004,项目管理工程技术人员
项目执行/协调人员,2-02-30-04,2023004,项目管理工程技术人员
项目专员,2-02-30-04,2023004,项目管理工程技术人员
需求分析工程师,2-02-30-04,2023004,项目管理工程技术人员
临床项目经理,2-02-30-04,2023004,项目管理工程技术人员
硬件项目经理,2-02-30-04,2023004,项目管理工程技术人员
机械项目管理,2-02-30-04,2023004,项目管理工程技术人员
建筑工程管理/项目经理,2-02-30-04,2023004,项目管理工程技术人员
建筑施工项目经理,2-02-30-07,2023007,监理工程技术人员
工程监理,2-02-30-07,2023007,监理工程技术人员
建筑工程验收,2-02-30-07,2023007,监理工程技术人员
数据采集,2-02-30-09,2023009,数据分析处理工程技术人员S
ETL工程师,2-02-30-09,2023009,数据分析处理工程技术人员S
数据采集工程师,2-02-30-09,2023009,数据分析处理工程技术人员S
ETL开发工程师,2-02-30-09,2023009,数据分析处理工程技术人员S
造价员,2-02-30-10,2023010,工程造价工程技术人员
成本会计,2-02-30-10,2023010,工程造价工程技术人员
预算员,2-02-30-10,2023010,工程造价工程技术人员
工程预算,2-02-30-10,2023010,工程造价工程技术人员
成本管理员,2-02-30-10,2023010,工程造价工程技术人员
成本经理/成本主管,2-02-30-10,2023010,工程造价工程技术人员
工程造价/预结算,2-02-30-10,2023010,工程造价工程技术人员
销售工程师,2-02-30-10,2023010,工程造价工程技术人员
工程造价,2-02-30-10,2023010,工程造价工程技术人员
建筑/工程会计,2-02-30-10,2023010,工程造价工程技术人员
测试工程师,2-02-31-01,2023101,产品质量检验工程技术人员
药品注册,2-02-32-01,2023201,制药工程技术人员
制剂研发,2-02-32-01,2023201,制药工程技术人员
医药研发,2-02-32-01,2023201,制药工程技术人员
生物工程/生物制药,2-02-32-02,2023202,生物工程技术人员
动物实验技术员,2-02-32-02,2023202,生物工程技术人员
试剂研发,2-02-32-02,2023202,生物工程技术人员
细胞培养员,2-02-32-02,2023202,生物工程技术人员
制剂研究员,2-02-32-02,2023202,生物工程技术人员
生物信息工程师,2-02-32-02,2023202,生物工程技术人员
细胞培养技术员,2-02-32-02,2023202,生物工程技术人员
工业设计/产品设计,2-02-34-00,2023400,工业（产品）设计工程技术人员
平台产品经理,2-02-34-01,2023401,产品设计工程技术人员
产品专员/助理,2-02-34-01,2023401,产品设计工程技术人员
商品经理,2-02-34-01,2023401,产品设计工程技术人员
产品VP,2-02-34-01,2023401,产品设计工程技术人员
高级产品总监/产品总监,2-02-34-01,2023401,产品设计工程技术人员
芯片产品经理,2-02-34-01,2023401,产品设计工程技术人员
亚马逊产品开发,2-02-34-01,2023401,产品设计工程技术人员
数据产品经理,2-02-34-01,2023401,产品设计工程技术人员
新零售产品,2-02-34-01,2023401,产品设计工程技术人员
半导体产品经理/产品工程师,2-02-34-01,2023401,产品设计工程技术人员
化妆品产品经理,2-02-34-01,2023401,产品设计工程技术人员
互联网设计总监,2-02-34-01,2023401,产品设计工程技术人员
用户产品经理,2-02-34-01,2023401,产品设计工程技术人员
高级产品管理岗,2-02-34-01,2023401,产品设计工程技术人员
UX设计师,2-02-34-01,2023401,产品设计工程技术人员
产品经理/主管,2-02-34-01,2023401,产品设计工程技术人员
策略产品经理,2-02-34-01,2023401,产品设计工程技术人员
产品助理,2-02-34-01,2023401,产品设计工程技术人员
其他产品职位,2-02-34-01,2023401,产品设计工程技术人员
智能硬件产品经理,2-02-34-01,2023401,产品设计工程技术人员
用户体验(UE/UX)设计师,2-02-34-01,2023401,产品设计工程技术人员
互联网设计经理/主管,2-02-34-01,2023401,产品设计工程技术人员
AR/VR产品经理,2-02-34-01,2023401,产品设计工程技术人员
医药产品经理,2-02-34-01,2023401,产品设计工程技术人员
移动产品经理,2-02-34-01,2023401,产品设计工程技术人员
商业化产品经理,2-02-34-01,2023401,产品设计工程技术人员
产品专员,2-02-34-01,2023401,产品设计工程技术人员
产品经理,2-02-34-01,2023401,产品设计工程技术人员
家用电器/数码产品研发,2-02-34-02,2023402,工业设计工程技术人员S
工业设计,2-02-34-02,2023402,工业设计工程技术人员S
电子产品经理/产品工程师,2-02-34-02,2023402,工业设计工程技术人员S
造纸研发,2-02-36-01,2023601,制浆造纸工程技术人员
化工技术应用/化工工程师,2-02-36-04,2023604,日用化工工程技术人员
化工项目经理,2-02-36-04,2023604,日用化工工程技术人员
有机合成研究员,2-02-36-04,2023604,日用化工工程技术人员
塑料工程师,2-02-36-05,2023605,塑料加工工程技术人员
城市规划设计,2-02-37-02,2023702,城乡规划工程技术人员L
规划与设计,2-02-37-02,2023702,城乡规划工程技术人员L
大模型算法,2-02-38-01,2023801,人工智能工程技术人员S
语音算法,2-02-38-01,2023801,人工智能工程技术人员S
搜索算法工程师,2-02-38-01,2023801,人工智能工程技术人员S
自然语言处理算法,2-02-38-01,2023801,人工智能工程技术人员S
深度学习工程师,2-02-38-01,2023801,人工智能工程技术人员S
人工智能,2-02-38-01,2023801,人工智能工程技术人员S
机器学习工程师,2-02-38-01,2023801,人工智能工程技术人员S
图像算法,2-02-38-01,2023801,人工智能工程技术人员S
