alias,csco_code,csco_code_num,csco_name
AI产品经理,2-02-38-01,2023801,人工智能工程技术人员S
自然语言处理(NLP),2-02-38-01,2023801,人工智能工程技术人员S
机器视觉工程师,2-02-38-01,2023801,人工智能工程技术人员S
算法研究员,2-02-38-01,2023801,人工智能工程技术人员S
深度学习,2-02-38-01,2023801,人工智能工程技术人员S
IoT产品经理,2-02-38-02,2023802,物联网工程技术人员S
爬虫工程师,2-02-38-03,2023803,大数据工程技术人员S
数据库工程师(DBA),2-02-38-03,2023803,大数据工程技术人员S
数据架构师,2-02-38-03,2023803,大数据工程技术人员S
推荐算法,2-02-38-03,2023803,大数据工程技术人员S
数据挖掘,2-02-38-03,2023803,大数据工程技术人员S
数据架构,2-02-38-03,2023803,大数据工程技术人员S
数据仓库工程师,2-02-38-03,2023803,大数据工程技术人员S
数据开发,2-02-38-03,2023803,大数据工程技术人员S
数据仓库,2-02-38-03,2023803,大数据工程技术人员S
数据治理工程师,2-02-38-03,2023803,大数据工程技术人员S
数据建模工程师,2-02-38-03,2023803,大数据工程技术人员S
Hadoop,2-02-38-03,2023803,大数据工程技术人员S
推荐算法工程师,2-02-38-03,2023803,大数据工程技术人员S
仿真应用工程师,2-02-38-05,2023805,智能制造工程技术人员S
车联网工程师,2-02-38-06,2023806,工业互联网工程技术人员S
区块链,2-02-38-08,2023808,区块链工程技术人员S
区块链工程师,2-02-38-08,2023808,区块链工程技术人员S
区块链开发,2-02-38-08,2023808,区块链工程技术人员S
模拟版图设计工程师,2-02-38-09,2023809,集成电路工程技术人员S
模拟芯片工程师,2-02-38-09,2023809,集成电路工程技术人员S
ARM开发,2-02-38-09,2023809,集成电路工程技术人员S
模拟IC设计工程师,2-02-38-09,2023809,集成电路工程技术人员S
芯片架构工程师,2-02-38-09,2023809,集成电路工程技术人员S
IC验证工程师,2-02-38-09,2023809,集成电路工程技术人员S
EDA工程师,2-02-38-09,2023809,集成电路工程技术人员S
芯片测试工程师,2-02-38-09,2023809,集成电路工程技术人员S
FPGA开发工程师,2-02-38-09,2023809,集成电路工程技术人员S
数字IC验证工程师,2-02-38-09,2023809,集成电路工程技术人员S
PCB工程师,2-02-38-09,2023809,集成电路工程技术人员S
数字前端工程师,2-02-38-09,2023809,集成电路工程技术人员S
FPGA原型验证工程师,2-02-38-09,2023809,集成电路工程技术人员S
数字前端设计师,2-02-38-09,2023809,集成电路工程技术人员S
封装工程师,2-02-38-09,2023809,集成电路工程技术人员S
数字后端工程师,2-02-38-09,2023809,集成电路工程技术人员S
射频芯片设计,2-02-38-09,2023809,集成电路工程技术人员S
封装研发工程师,2-02-38-09,2023809,集成电路工程技术人员S
集成电路IC设计/应用工程师,2-02-38-09,2023809,集成电路工程技术人员S
模拟版图工程师,2-02-38-09,2023809,集成电路工程技术人员S
集成电路IC设计,2-02-38-09,2023809,集成电路工程技术人员S
电路工程师/技术员(模拟/数字),2-02-38-09,2023809,集成电路工程技术人员S
FPGA开发,2-02-38-09,2023809,集成电路工程技术人员S
芯片销售工程师,2-02-38-09,2023809,集成电路工程技术人员S
版图设计工程师,2-02-38-09,2023809,集成电路工程技术人员S
机器人调试工程师,2-02-38-10,2023810,机器人工程技术人员S
农业/林业技术员,2-03-02-00,2030200,农业技术指导人员
畜牧兽医,2-03-06-01,2030601,兽医
兽医,2-03-06-01,2030601,兽医
宠物医生,2-03-06-03,2030603,宠物医师
宠物医生助理,2-03-06-03,2030603,宠物医师
动物营养/饲料研发,2-03-07-01,2030701,畜牧技术人员
禽畜/水产养殖技术员,2-03-08-01,2030801,水产养殖技术人员
飞机机长/副机长,2-04-01-01,2040101,飞行驾驶员
专科医生,2-05-01-00,2050100,临床和口腔医师
其他医生职位,2-05-01-00,2050100,临床和口腔医师
医生助理,2-05-01-01,2050101,内科医师
内科医生,2-05-01-01,2050101,内科医师
医美,2-05-01-02,2050102,外科医师
外科医生,2-05-01-02,2050102,外科医师
整形医生,2-05-01-02,2050102,外科医师
幼儿园保健医,2-05-01-03,2050103,儿科医师
儿科医生,2-05-01-03,2050103,儿科医师
妇产科医生,2-05-01-04,2050104,妇产科医师
眼科医生,2-05-01-05,2050105,眼科医师
耳鼻喉科医生,2-05-01-06,2050106,耳鼻咽喉科医师
牙科医生,2-05-01-07,2050107,口腔科医师
口腔咨询师,2-05-01-07,2050107,口腔科医师
口腔科医生,2-05-01-07,2050107,口腔科医师
皮肤科医生,2-05-01-08,2050108,皮肤科医师
精神心理科医生,2-05-01-09,2050109,精神科医师
麻醉医生,2-05-01-13,2050113,麻醉科医师
麻醉科医生,2-05-01-13,2050113,麻醉科医师
病理科医生,2-05-01-14,2050114,病理科医师
检验科医师,2-05-01-14,2050114,病理科医师
放射科医生,2-05-01-15,2050115,放射科医师
超声影像/放射科医师,2-05-01-15,2050115,放射科医师
超声科医生,2-05-01-17,2050117,超声科医师
全科医生,2-05-01-19,2050119,全科医师
综合门诊/全科医生,2-05-01-19,2050119,全科医师
临床医学总监,2-05-01-24,2050124,临床检验科医师
临床协调员,2-05-01-24,2050124,临床检验科医师
中医科医生,2-05-02-00,2050200,中医医师
中医,2-05-02-00,2050200,中医医师
公共卫生/疾病控制,2-05-05-00,2050500,公共卫生与健康医师
药店店长,2-05-06-01,2050601,药师
执业药师/驻店药师,2-05-06-01,2050601,药师
药剂师,2-05-06-01,2050601,药师
药店店员,2-05-06-01,2050601,药师
药库主任/药剂师,2-05-06-01,2050601,药师
临床数据分析,2-05-07-04,2050704,临床检验技师
临床数据分析员,2-05-07-04,2050704,临床检验技师
医学检验,2-05-07-04,2050704,临床检验技师
临床监查员,2-05-07-04,2050704,临床检验技师
护士,2-05-08-00,2050800,护理人员
护士长,2-05-08-01,2050801,内科护士
护士/护理人员,2-05-08-01,2050801,内科护士
护理主任/护士长,2-05-08-01,2050801,内科护士
融资顾问,2-06-01-01,2060101,经济规划专业人员
融资专员,2-06-01-01,2060101,经济规划专业人员
其他投融资职位,2-06-01-01,2060101,经济规划专业人员
融资经理/融资主管,2-06-01-01,2060101,经济规划专业人员
投资总监VP,2-06-01-01,2060101,经济规划专业人员
资金专员,2-06-01-01,2060101,经济规划专业人员
融资,2-06-01-01,2060101,经济规划专业人员
融资总监,2-06-01-01,2060101,经济规划专业人员
财务顾问,2-06-03-00,2060300,会计专业人员
结算会计,2-06-03-00,2060300,会计专业人员
财务分析员,2-06-03-00,2060300,会计专业人员
固定资产会计,2-06-03-00,2060300,会计专业人员
会计经理/主管,2-06-03-00,2060300,会计专业人员
财务分析/财务BP,2-06-03-00,2060300,会计专业人员
总账会计,2-06-03-00,2060300,会计专业人员
财务专员,2-06-03-00,2060300,会计专业人员
会计师,2-06-03-00,2060300,会计专业人员
财务经理,2-06-03-00,2060300,会计专业人员
财务分析经理/主管,2-06-03-00,2060300,会计专业人员
结算,2-06-03-00,2060300,会计专业人员
注册会计师,2-06-03-00,2060300,会计专业人员
财务主管,2-06-03-00,2060300,会计专业人员
财务分析,2-06-03-00,2060300,会计专业人员
高级财务总监/财务总监,2-06-03-00,2060300,会计专业人员
会计,2-06-03-00,2060300,会计专业人员
财务总监/VP,2-06-03-00,2060300,会计专业人员
财务经理/主管,2-06-03-00,2060300,会计专业人员
出纳,2-06-03-00,2060300,会计专业人员
资金经理/主管,2-06-03-00,2060300,会计专业人员
审计,2-06-04-00,2060400,审计专业人员
审计专员/助理,2-06-04-00,2060400,审计专业人员
审计经理/主管,2-06-04-00,2060400,审计专业人员
税务外勤会计,2-06-05-00,2060500,涉税服务专业人员
税务专员/助理,2-06-05-00,2060500,涉税服务专业人员
税务经理/主管,2-06-05-00,2060500,涉税服务专业人员
税务,2-06-05-00,2060500,涉税服务专业人员
资产评估/分析,2-06-06-01,2060601,资产评估专业人员
资产评估,2-06-06-01,2060601,资产评估专业人员
房产评估师,2-06-06-02,2060602,房地产估价专业人员
房地产投资分析,2-06-06-02,2060602,房地产估价专业人员
房地产评估,2-06-06-02,2060602,房地产估价专业人员
商务主管,2-06-07-00,2060700,商务专业人员
外贸经理,2-06-07-01,2060701,国际商务专业人员
外贸业务员,2-06-07-01,2060701,国际商务专业人员
贸易/外贸经理/主管,2-06-07-01,2060701,国际商务专业人员
进出口/信用证结算,2-06-07-01,2060701,国际商务专业人员
外贸英语,2-06-07-01,2060701,国际商务专业人员
外贸,2-06-07-01,2060701,国际商务专业人员
外贸日语,2-06-07-01,2060701,国际商务专业人员
外贸助理,2-06-07-01,2060701,国际商务专业人员
外贸销售,2-06-07-01,2060701,国际商务专业人员
易类职位,2-06-07-01,2060701,国际商务专业人员
海外市场,2-06-07-01,2060701,国际商务专业人员
贸易/外贸专员/助理,2-06-07-01,2060701,国际商务专业人员
渠道/分销经理,2-06-07-02,2060702,市场营销专业人员
城市经理,2-06-07-02,2060702,市场营销专业人员
电子销售工程师,2-06-07-02,2060702,市场营销专业人员
企业/业务发展经理,2-06-07-02,2060702,市场营销专业人员
区域销售主管,2-06-07-02,2060702,市场营销专业人员
销售总监,2-06-07-02,2060702,市场营销专业人员
销售经理,2-06-07-02,2060702,市场营销专业人员
区域销售经理,2-06-07-02,2060702,市场营销专业人员
医药销售经理/主管,2-06-07-02,2060702,市场营销专业人员
公司业务部门经理/主管,2-06-07-02,2060702,市场营销专业人员
区域销售总监,2-06-07-02,2060702,市场营销专业人员
市场总监,2-06-07-02,2060702,市场营销专业人员
渠道/分销总监,2-06-07-02,2060702,市场营销专业人员
BD经理,2-06-07-02,2060702,市场营销专业人员
市场/营销/拓展经理,2-06-07-02,2060702,市场营销专业人员
营业部总经理/副总经理,2-06-07-02,2060702,市场营销专业人员
媒介经理/总监,2-06-07-02,2060702,市场营销专业人员
用户研究经理,2-06-07-02,2060702,市场营销专业人员
业务拓展经理/主管,2-06-07-02,2060702,市场营销专业人员
市场/营销/拓展主管,2-06-07-02,2060702,市场营销专业人员
市场/营销/拓展总监,2-06-07-02,2060702,市场营销专业人员
团购经理/主管,2-06-07-02,2060702,市场营销专业人员
用户研究总监,2-06-07-02,2060702,市场营销专业人员
销售技术支持,2-06-07-02,2060702,市场营销专业人员
市场企划经理/主管,2-06-07-03,2060703,商务策划专业人员
运营经理/主管,2-06-07-03,2060703,商务策划专业人员
策划经理,2-06-07-03,2060703,商务策划专业人员
商务总监,2-06-07-03,2060703,商务策划专业人员
运营经理,2-06-07-03,2060703,商务策划专业人员
商务经理,2-06-07-03,2060703,商务策划专业人员
企业策划人员,2-06-07-03,2060703,商务策划专业人员
品牌经理,2-06-07-04,2060704,品牌专业人员
品牌公关,2-06-07-04,2060704,品牌专业人员
品牌主管,2-06-07-04,2060704,品牌专业人员
品牌专员,2-06-07-04,2060704,品牌专业人员
广告/会展项目经理,2-06-07-05,2060705,会展策划专业人员
会务/会展策划,2-06-07-05,2060705,会展策划专业人员
会务/会展主管,2-06-07-05,2060705,会展策划专业人员
房产项目配套工程师,2-06-07-06,2060706,房地产开发专业人员
地产项目总监,2-06-07-06,2060706,房地产开发专业人员
房地产开发,2-06-07-06,2060706,房地产开发专业人员
医药学术推广,2-06-07-07,2060707,医药代表
医务管理,2-06-07-07,2060707,医药代表
医疗器械销售代表,2-06-07-07,2060707,医药代表
医药代表,2-06-07-07,2060707,医药代表
医药招商,2-06-07-07,2060707,医药代表
管理咨询师,2-06-07-08,2060708,管理咨询专业人员
其他咨询顾问,2-06-07-08,2060708,管理咨询专业人员
咨询总监,2-06-07-08,2060708,管理咨询专业人员
专业顾问,2-06-07-08,2060708,管理咨询专业人员
咨询经理,2-06-07-08,2060708,管理咨询专业人员
战略咨询,2-06-07-08,2060708,管理咨询专业人员
咨询项目管理,2-06-07-08,2060708,管理咨询专业人员
企业管理咨询,2-06-07-08,2060708,管理咨询专业人员
高级物业顾问/物业顾问,2-06-07-10,2060710,物业经营管理专业人员
报关/报检员,2-06-07-12,2060712,报关人员
海关事务管理,2-06-07-12,2060712,报关人员
报关与报检,2-06-07-12,2060712,报关人员
报检报关,2-06-07-12,2060712,报关人员
开发报建,2-06-07-14,2060714,企业合规师
企业党建,2-06-07-14,2060714,企业合规师
合规经理,2-06-07-14,2060714,企业合规师
合规专员,2-06-07-14,2060714,企业合规师
合规稽查,2-06-07-14,2060714,企业合规师
合规主管,2-06-07-14,2060714,企业合规师
政府关系,2-06-07-14,2060714,企业合规师
企业贸易合规师,2-06-07-14,2060714,企业合规师
合同管理,2-06-07-14,2060714,企业合规师
采购经理/主管,2-06-07-15,2060715,招标采购专业人员
采购工程师,2-06-07-15,2060715,招标采购专业人员
招标专员,2-06-07-15,2060715,招标采购专业人员
地产招投标,2-06-07-15,2060715,招标采购专业人员
地产招投标总监,2-06-07-15,2060715,招标采购专业人员
房地产项目招投标,2-06-07-15,2060715,招标采购专业人员
投标专员,2-06-07-15,2060715,招标采购专业人员
招投标管理,2-06-07-15,2060715,招标采购专业人员
人力资源总监,2-06-08-01,2060801,人力资源管理专业人员
人力资源主管,2-06-08-01,2060801,人力资源管理专业人员
人事经理,2-06-08-01,2060801,人力资源管理专业人员
HRBP,2-06-08-01,2060801,人力资源管理专业人员
人力资源经理,2-06-08-01,2060801,人力资源管理专业人员
人力资源咨询顾问,2-06-08-02,2060802,人力资源服务专业人员
人力资源经理/主管,2-06-08-02,2060802,人力资源服务专业人员
行长/副行长,2-06-09-00,2060900,银行专业人员
投资银行财务分析,2-06-09-02,2060902,银行金融市场业务专业人员
清算人员,2-06-09-03,2060903,银行清算专业人员
清算,2-06-09-03,2060903,银行清算专业人员
资信评估,2-06-09-04,2060904,信贷审核专业人员
信审,2-06-09-04,2060904,信贷审核专业人员
信审核查,2-06-09-04,2060904,信贷审核专业人员
外汇交易,2-06-09-05,2060905,银行国际业务专业人员
投资银行业务,2-06-09-06,2060906,公司金融顾问
公司金融顾问,2-06-09-06,2060906,公司金融顾问
保险产品开发/项目策划,2-06-10-01,2061001,精算专业人员
精算师,2-06-10-01,2061001,精算专业人员
保险精算师,2-06-10-01,2061001,精算专业人员
保险核保,2-06-10-02,2061002,保险核保专业人员
汽车查勘定损,2-06-10-03,2061003,保险理赔专业人员
车险定损/理赔,2-06-10-03,2061003,保险理赔专业人员
查勘定损,2-06-10-03,2061003,保险理赔专业人员
金融衍生品,2-06-11-00,2061100,证券期货基金专业人员
投资者关系,2-06-11-01,2061101,证券保荐承销专业人员
行业研究员,2-06-11-02,2061102,证券交易专业人员
证券交易员,2-06-11-02,2061102,证券交易专业人员
金融研究,2-06-11-02,2061102,证券交易专业人员
证券经纪人,2-06-11-02,2061102,证券交易专业人员
证券,2-06-11-02,2061102,证券交易专业人员
行业研究,2-06-11-02,2061102,证券交易专业人员
卖方分析师,2-06-11-02,2061102,证券交易专业人员
买方分析师,2-06-11-02,2061102,证券交易专业人员
量化研究员,2-06-11-02,2061102,证券交易专业人员
权证,2-06-11-02,2061102,证券交易专业人员
量化研究,2-06-11-02,2061102,证券交易专业人员
金融/经济研究员,2-06-11-02,2061102,证券交易专业人员
投资助理,2-06-11-03,2061103,证券投资专业人员
投资者关系/证券事务代表,2-06-11-03,2061103,证券投资专业人员
投资并购,2-06-11-03,2061103,证券投资专业人员
投后管理,2-06-11-03,2061103,证券投资专业人员
投资经理,2-06-11-03,2061103,证券投资专业人员
投资顾问,2-06-11-03,2061103,证券投资专业人员
股票,2-06-11-03,2061103,证券投资专业人员
投资总监,2-06-11-03,2061103,证券投资专业人员
证券分析师,2-06-11-03,2061103,证券投资专业人员
证券投资顾问,2-06-11-03,2061103,证券投资专业人员
金融产品经理,2-06-11-04,2061104,金融产品销售专业人员
理财顾问,2-06-11-04,2061104,金融产品销售专业人员
金融产品销售,2-06-11-04,2061104,金融产品销售专业人员
互联网金融,2-06-11-04,2061104,金融产品销售专业人员
金融产品,2-06-11-04,2061104,金融产品销售专业人员
期货,2-06-11-06,2061106,期货专业人员
基金经理,2-06-11-07,2061107,基金专业人员
基金,2-06-11-07,2061107,基金专业人员
知识产权律师,2-06-12-00,2061200,知识产权专业人员
专利律师,2-06-12-01,2061201,专利代理专业人员
知识产权/专利/商标代理人,2-06-12-01,2061201,专利代理专业人员
知识产权/专利/商标,2-06-12-03,2061203,专利管理专业人员
政策研究,2-07-00-00,2070000,监察、法律、社会和宗教专业人员
监察人员,2-07-01-00,2070100,监察人员
律师,2-07-04-00,2070400,律师
事务所律师,2-07-04-00,2070400,律师
律师合伙人,2-07-04-00,2070400,律师
律师助理,2-07-04-00,2070400,律师
民事律师,2-07-04-00,2070400,律师
诉讼律师,2-07-04-00,2070400,律师
单证员,2-07-05-00,2070500,公证员
书记员,2-07-07-00,2070700,审判辅助人员
检察官助理,2-07-08-00,2070800,检察辅助人员
法务,2-07-09-00,2070900,法律顾问
法务经理,2-07-09-00,2070900,法律顾问
法务主管,2-07-09-00,2070900,法律顾问
法务总监,2-07-09-00,2070900,法律顾问
法律顾问,2-07-09-00,2070900,法律顾问
法务经理/主管,2-07-09-00,2070900,法律顾问
法务专员/助理,2-07-09-00,2070900,法律顾问
法务专员,2-07-09-00,2070900,法律顾问
社工,2-07-11-01,2071101,社会工作者
志愿者/社会工作者,2-07-11-01,2071101,社会工作者
心理医生,2-07-11-03,2071103,心理咨询师
心理咨询师,2-07-11-03,2071103,心理咨询师
吉他教师,2-08-00-00,2080000,教学人员
化学教师,2-08-00-00,2080000,教学人员
数学老师,2-08-00-00,2080000,教学人员
音乐教师,2-08-00-00,2080000,教学人员
班主任,2-08-00-00,2080000,教学人员
物理老师,2-08-00-00,2080000,教学人员
其他外语教师,2-08-00-00,2080000,教学人员
语文老师,2-08-00-00,2080000,教学人员
英语教师,2-08-00-00,2080000,教学人员
语文教师,2-08-00-00,2080000,教学人员
日语教师,2-08-00-00,2080000,教学人员
文科教师,2-08-00-00,2080000,教学人员
兼职老师,2-08-00-00,2080000,教学人员
美术老师,2-08-00-00,2080000,教学人员
教研员,2-08-00-00,2080000,教学人员
地理教师,2-08-00-00,2080000,教学人员
物理教师,2-08-00-00,2080000,教学人员
架子鼓老师,2-08-00-00,2080000,教学人员
数学教师,2-08-00-00,2080000,教学人员
编程老师,2-08-00-00,2080000,教学人员
舞蹈老师,2-08-00-00,2080000,教学人员
表演教师,2-08-00-00,2080000,教学人员
生物教师,2-08-00-00,2080000,教学人员
其他外语老师,2-08-00-00,2080000,教学人员
教学管理,2-08-00-00,2080000,教学人员
留学考试老师(SAT/TOEFL/IELTS等),2-08-00-00,2080000,教学人员
少儿编程老师,2-08-00-00,2080000,教学人员
体育老师,2-08-00-00,2080000,教学人员
播音主持教师,2-08-00-00,2080000,教学人员
讲师/助教,2-08-00-00,2080000,教学人员
钢琴老师,2-08-00-00,2080000,教学人员
化学老师,2-08-00-00,2080000,教学人员
教研组长/主管,2-08-00-00,2080000,教学人员
围棋老师,2-08-00-00,2080000,教学人员
英语老师,2-08-00-00,2080000,教学人员
院校教务管理人员,2-08-00-00,2080000,教学人员
美术教师,2-08-00-00,2080000,教学人员
乐高教师,2-08-00-00,2080000,教学人员
音乐老师,2-08-00-00,2080000,教学人员
教师,2-08-00-00,2080000,教学人员
钢琴教师,2-08-00-00,2080000,教学人员
古筝教师,2-08-00-00,2080000,教学人员
书法教师,2-08-00-00,2080000,教学人员
理科教师,2-08-00-00,2080000,教学人员
日语老师,2-08-00-00,2080000,教学人员
大学教授,2-08-01-00,2080100,高等学校教师
职业技术教师,2-08-01-02,2080102,高等职业学校教师
高中教师,2-08-02-01,2080201,高级中学教师
初中教师,2-08-02-03,2080203,初级中学教师
小学教师,2-08-02-04,2080204,小学教师
感统训练教师,2-08-04-00,2080400,特殊教育教师
作家/撰稿人,2-09-01-01,2090101,文学作家
作者撰稿人,2-09-01-01,2090101,文学作家
编剧,2-09-01-03,2090103,剧作家
编导,2-09-01-06,2090106,导演
导演/编导,2-09-01-06,2090106,导演
艺术指导/舞台美术设计,2-09-01-08,2090108,舞美设计
演员/群众演员,2-09-02-02,2090202,电影电视演员
配音员,2-09-02-02,2090202,电影电视演员
舞蹈演员,2-09-02-04,2090204,舞蹈演员
演员配音员,2-09-02-05,2090205,曲艺演员
驻唱/歌手,2-09-02-07,2090207,歌唱演员
制片人,2-09-03-01,2090301,电影电视制片人
影视策划/制作人员,2-09-03-01,2090301,电影电视制片人
制片,2-09-03-01,2090301,电影电视制片人
影视发行,2-09-03-04,2090304,电影电视片发行人
影视策划,2-09-03-04,2090304,电影电视片发行人
剪辑师,2-09-03-06,2090306,剪辑师
视频编辑,2-09-03-06,2090306,剪辑师
剪辑,2-09-03-06,2090306,剪辑师
视频剪辑,2-09-03-06,2090306,剪辑师
灯光师,2-09-04-01,2090401,灯光师
彩妆培训师,2-09-04-04,2090404,化妆师
化妆造型师,2-09-04-04,2090404,化妆师
专柜彩妆顾问(BA),2-09-04-04,2090404,化妆师
化妆师,2-09-04-04,2090404,化妆师
漫画师,2-09-05-01,2090501,画家
绘画,2-09-05-01,2090501,画家
插画师,2-09-05-01,2090501,画家
视觉设计,2-09-06-01,2090601,视觉传达设计人员
视觉设计总监,2-09-06-01,2090601,视觉传达设计人员
视觉设计师,2-09-06-01,2090601,视觉传达设计人员
美术指导,2-09-06-01,2090601,视觉传达设计人员
动画设计,2-09-06-03,2090603,动画设计人员
动画/3D设计,2-09-06-03,2090603,动画设计人员
游戏特效,2-09-06-07,2090607,数字媒体艺术专业人员S
多媒体设计,2-09-06-07,2090607,数字媒体艺术专业人员S
游戏开发工程师,2-09-06-07,2090607,数字媒体艺术专业人员S
游戏制作人,2-09-06-07,2090607,数字媒体艺术专业人员S
游戏数值策划,2-09-06-07,2090607,数字媒体艺术专业人员S
游戏动画师,2-09-06-07,2090607,数字媒体艺术专业人员S
游戏系统策划,2-09-06-07,2090607,数字媒体艺术专业人员S
UI设计师,2-09-06-07,2090607,数字媒体艺术专业人员S
游戏主美术,2-09-06-07,2090607,数字媒体艺术专业人员S
cocos,2-09-06-07,2090607,数字媒体艺术专业人员S
游戏动作设计师,2-09-06-07,2090607,数字媒体艺术专业人员S
Cocos,2-09-06-07,2090607,数字媒体艺术专业人员S
游戏策划,2-09-06-07,2090607,数字媒体艺术专业人员S
Flash设计师,2-09-06-07,2090607,数字媒体艺术专业人员S
游戏文案策划/剧情策划,2-09-06-07,2090607,数字媒体艺术专业人员S
游戏场景,2-09-06-07,2090607,数字媒体艺术专业人员S
游戏角色设计师,2-09-06-07,2090607,数字媒体艺术专业人员S
3D设计师,2-09-06-07,2090607,数字媒体艺术专业人员S
游戏界面设计师,2-09-06-07,2090607,数字媒体艺术专业人员S
游戏策划师,2-09-06-07,2090607,数字媒体艺术专业人员S
游戏角色,2-09-06-07,2090607,数字媒体艺术专业人员S
交互设计师,2-09-06-07,2090607,数字媒体艺术专业人员S
游戏动作,2-09-06-07,2090607,数字媒体艺术专业人员S
原画师,2-09-06-07,2090607,数字媒体艺术专业人员S
游戏关卡策划,2-09-06-07,2090607,数字媒体艺术专业人员S
游戏场景设计师,2-09-06-07,2090607,数字媒体艺术专业人员S
UE4,2-09-06-07,2090607,数字媒体艺术专业人员S
游戏特效设计师,2-09-06-07,2090607,数字媒体艺术专业人员S
多媒体设计师,2-09-06-07,2090607,数字媒体艺术专业人员S
游戏原画师,2-09-06-07,2090607,数字媒体艺术专业人员S
设计总监,2-09-06-09,2090609,陈列展览设计人员
陈列设计,2-09-06-09,2090609,陈列展览设计人员
展览/展示设计,2-09-06-09,2090609,陈列展览设计人员
展览/展示/店面设计,2-09-06-09,2090609,陈列展览设计人员
体育运动教练,2-09-07-01,2090701,教练员
团队经理,2-09-07-01,2090701,教练员
记者,2-10-01-00,2100100,记者
记者采编,2-10-01-00,2100100,记者
编辑,2-10-02-01,2100201,文字编辑
总编/副总编,2-10-02-01,2100201,文字编辑
电话采编,2-10-02-01,2100201,文字编辑
主编副主编,2-10-02-01,2100201,文字编辑
医学编辑,2-10-02-01,2100201,文字编辑
主编/副主编,2-10-02-01,2100201,文字编辑
美术编辑,2-10-02-02,2100202,美术编辑
网页设计师,2-10-02-05,2100205,网络编辑S
网站策划,2-10-02-05,2100205,网络编辑S
网页设计,2-10-02-05,2100205,网络编辑S
网站编辑,2-10-02-05,2100205,网络编辑S
网站维护工程师,2-10-02-05,2100205,网络编辑S
音频编辑,2-10-02-06,2100206,电子音乐编辑
录入校对员,2-10-03-00,2100300,校对员
校对录入,2-10-03-00,2100300,校对员
校对/录入,2-10-03-00,2100300,校对员
主播/主持人,2-10-04-02,2100402,节目主持人
意大利语翻译,2-10-05-00,2100500,翻译
英语翻译,2-10-05-00,2100500,翻译
其他咨询/翻译类职位,2-10-05-00,2100500,翻译
韩语/朝鲜语翻译,2-10-05-00,2100500,翻译
日语翻译,2-10-05-00,2100500,翻译
法语翻译,2-10-05-00,2100500,翻译
葡萄牙语翻译,2-10-05-00,2100500,翻译
其他语种翻译,2-10-05-00,2100500,翻译
